선수,Team,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼,팀,pid,연봉(만원),연도,포지션구분,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid_new
놀린,투수,4.61,21,21,0,0,0,0,8,8,0,0,124.0,34,41,40.0,512,115,19,2,7,24,8,1,108,9,1,4,2.47,2.98,2.9,2.96,3.05,1.12,4.61,KIA 타이거즈,14998,35000,2022,투수,,,,,,,,,,,,,,,,,,,,,
양현종,투수,3.46,30,30,0,0,0,0,12,7,0,0,175.1,75,86,85.15,743,170,33,3,14,50,3,1,141,11,0,3,3.85,4.41,4.37,4.44,3.66,1.25,3.46,KIA 타이거즈,10058,100000,2022,투수,,,,,,,,,,,,,,,,,,,,,
임기영,투수,2.85,26,23,3,1,0,0,4,13,1,0,129.1,61,63,60.55,555,137,25,1,18,36,5,1,82,0,0,2,4.24,4.38,4.21,4.26,4.81,1.34,2.85,KIA 타이거즈,10909,14000,2022,투수,,,,,,,,,,,,,,,,,,,,,
파노니,투수,2.75,14,14,0,0,0,0,3,4,0,0,82.2,25,33,29.4,348,78,6,1,5,24,2,0,73,7,0,5,2.72,3.59,3.2,3.28,3.27,1.23,2.75,KIA 타이거즈,15147,30000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이의리,투수,2.66,29,28,1,0,0,0,10,10,0,0,154.0,66,79,78.8,671,128,26,4,18,74,9,0,161,10,0,7,3.86,4.62,4.61,4.68,4.23,1.31,2.66,KIA 타이거즈,14788,9000,2022,투수,,,,,,,,,,,,,,,,,,,,,
정해영,투수,1.71,55,0,55,47,0,0,3,7,32,0,56.0,21,21,22.05,238,54,12,1,3,18,0,1,43,4,0,0,3.38,3.38,3.54,3.62,3.44,1.29,1.71,KIA 타이거즈,14608,17000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이준영,투수,1.41,75,0,75,8,0,0,1,1,1,17,46.1,15,17,16.2,202,41,8,0,3,26,0,3,42,5,0,0,2.91,3.3,3.15,3.19,3.89,1.45,1.41,KIA 타이거즈,11303,6700,2022,투수,,,,,,,,,,,,,,,,,,,,,
전상현,투수,1.23,50,0,50,6,0,0,5,5,2,16,46.1,17,20,18.65,195,42,10,0,2,16,0,2,53,3,0,2,3.3,3.88,3.62,3.65,2.37,1.25,1.23,KIA 타이거즈,12537,11000,2022,투수,,,,,,,,,,,,,,,,,,,,,
장현식,투수,1.09,54,0,54,5,0,0,2,3,1,19,52.0,18,20,23.3,233,54,11,2,4,26,1,3,40,3,0,4,3.12,3.46,4.03,4.07,4.21,1.54,1.09,KIA 타이거즈,11164,20000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김기훈,투수,0.53,5,0,5,0,0,0,0,0,0,0,8.2,1,1,1.0,36,4,0,0,0,7,0,0,9,0,0,0,1.04,1.04,1.04,1.01,3.69,1.27,0.53,KIA 타이거즈,14176,4000,2022,투수,,,,,,,,,,,,,,,,,,,,,
고영창,투수,0.36,27,0,27,10,0,0,0,1,0,0,24.0,5,5,11.65,104,24,3,0,2,10,3,0,9,0,0,0,1.88,1.88,4.37,4.47,5.52,1.42,0.36,KIA 타이거즈,11068,4200,2022,투수,,,,,,,,,,,,,,,,,,,,,
윤중현,투수,0.31,47,0,47,4,0,0,3,1,0,5,53.2,30,32,30.65,240,63,8,0,4,14,5,0,27,5,0,1,5.03,5.37,5.14,5.28,4.51,1.43,0.31,KIA 타이거즈,13122,6500,2022,투수,,,,,,,,,,,,,,,,,,,,,
한승혁,투수,0.25,24,16,8,2,0,0,4,3,0,0,80.1,47,52,52.55,376,100,13,3,4,40,6,0,69,5,0,6,5.27,5.83,5.89,5.97,4.0,1.74,0.25,KIA 타이거즈,10812,5300,2022,투수,,,,,,,,,,,,,,,,,,,,,
장지수,투수,0.13,1,0,1,0,0,0,0,0,0,0,2.0,0,0,0.0,9,2,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.0,0.0,4.08,1.5,0.13,KIA 타이거즈,14178,3200,2022,투수,,,,,,,,,,,,,,,,,,,,,
이승재,투수,0.07,1,0,1,0,0,0,0,0,0,0,1.0,0,0,0.0,4,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,4.38,0.0,0.07,KIA 타이거즈,14787,3600,2022,투수,,,,,,,,,,,,,,,,,,,,,
김현수,투수,0.03,1,0,1,1,0,0,0,0,0,0,2.0,1,1,1.0,9,3,1,0,0,1,0,0,1,0,0,0,4.5,4.5,4.5,4.19,4.08,2.0,0.03,KIA 타이거즈,14162,4000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김도현,투수,0.02,4,2,2,1,0,0,0,1,0,0,10.2,7,7,6.5,48,14,1,0,2,5,0,0,11,0,0,0,5.91,5.91,5.48,5.08,4.89,1.78,0.02,KIA 타이거즈,14128,3500,2022,투수,,,,,,,,,,,,,,,,,,,,,
홍상삼,투수,0.01,24,0,24,6,0,0,2,1,0,1,21.2,14,16,14.65,100,19,7,0,3,15,1,0,19,2,0,1,5.82,6.65,6.09,6.17,5.53,1.57,0.01,KIA 타이거즈,10230,10000,2022,투수,,,,,,,,,,,,,,,,,,,,,
장재혁,투수,0.01,3,0,3,2,0,0,0,0,0,0,3.0,2,2,2.0,15,3,0,0,0,3,0,0,4,0,0,2,6.0,6.0,6.0,6.16,3.55,2.0,0.01,KIA 타이거즈,14657,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
로니,투수,-0.04,10,9,1,0,0,0,3,3,0,0,44.1,29,36,32.4,208,47,7,1,7,28,3,0,32,4,1,2,5.89,7.31,6.58,6.7,6.03,1.69,-0.04,KIA 타이거즈,14997,30000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김유신,투수,-0.07,10,0,10,1,0,0,1,0,0,0,14.2,10,11,10.55,70,9,4,0,3,16,0,0,9,1,0,0,6.14,6.75,6.47,6.47,8.07,1.7,-0.07,KIA 타이거즈,13114,3700,2022,투수,,,,,,,,,,,,,,,,,,,,,
이민우,투수,-0.23,1,1,0,0,0,0,0,1,0,0,4.0,7,7,7.0,24,10,1,0,0,3,2,0,1,0,0,0,15.75,15.75,15.75,14.68,7.03,3.25,-0.23,KIA 타이거즈,13003,4800,2022,투수,,,,,,,,,,,,,,,,,,,,,
송후섭,투수,-0.24,1,0,1,0,0,0,0,0,0,0,0.1,6,6,5.3,7,4,1,0,0,1,1,0,0,0,0,0,99.99,99.99,143.1,133.35,22.38,15.0,-0.24,KIA 타이거즈,12867,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
박준표,투수,-0.26,34,0,34,6,0,0,1,0,0,8,23.1,14,15,16.55,112,27,4,0,4,10,8,3,11,1,0,0,5.4,5.79,6.38,6.62,6.64,1.59,-0.26,KIA 타이거즈,11070,12500,2022,투수,,,,,,,,,,,,,,,,,,,,,
최지민,투수,-0.28,6,0,6,3,0,0,0,0,0,0,6.0,9,9,8.65,36,12,2,0,1,5,1,0,7,0,0,1,13.5,13.5,12.98,13.32,5.95,2.83,-0.28,KIA 타이거즈,15057,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김현준,투수,-0.3,12,0,12,7,0,0,0,1,0,0,14.2,9,14,15.0,72,19,7,0,0,5,2,2,9,3,0,0,5.52,8.59,9.2,9.5,3.31,1.64,-0.3,KIA 타이거즈,12533,3400,2022,투수,,,,,,,,,,,,,,,,,,,,,
김재열,투수,-0.32,47,0,47,15,0,0,1,2,1,5,43.0,29,33,32.15,193,45,10,2,5,22,1,2,36,3,0,3,6.07,6.91,6.73,6.82,4.66,1.56,-0.32,KIA 타이거즈,14747,3900,2022,투수,,,,,,,,,,,,,,,,,,,,,
남하준,투수,-0.41,11,0,11,6,0,0,1,1,0,1,10.1,10,11,12.0,55,18,4,0,4,6,1,0,6,0,0,1,8.71,9.58,10.45,10.56,9.04,2.32,-0.41,KIA 타이거즈,12535,3300,2022,투수,,,,,,,,,,,,,,,,,,,,,
김정빈,투수,-0.43,31,0,31,7,0,0,3,0,0,2,27.0,21,21,22.4,128,23,5,2,2,24,4,0,23,0,0,3,7.0,7.0,7.47,7.61,5.75,1.74,-0.43,KIA 타이거즈,11364,3200,2022,투수,,,,,,,,,,,,,,,,,,,,,
유승철,투수,-0.94,21,0,21,6,0,0,3,0,0,0,19.0,16,20,22.9,93,21,5,0,5,16,0,1,14,1,0,8,7.58,9.47,10.85,10.44,7.52,1.95,-0.94,KIA 타이거즈,12914,4000,2022,투수,,,,,,,,,,,,,,,,,,,,,
고영표,투수,6.13,28,28,0,1,1,1,13,8,0,0,182.1,66,69,67.45,758,191,31,3,7,23,16,1,156,7,0,1,3.26,3.41,3.33,3.21,2.75,1.17,6.13,KT 위즈,11308,30000,2022,투수,,,,,,,,,,,,,,,,,,,,,
소형준,투수,5.39,27,27,0,0,0,0,13,6,0,0,171.1,58,68,66.6,703,158,16,6,8,39,5,1,117,11,0,6,3.05,3.57,3.5,3.39,3.41,1.15,5.39,KT 위즈,14600,20000,2022,투수,,,,,,,,,,,,,,,,,,,,,
엄상백,투수,4.73,33,22,11,0,0,0,11,2,0,0,140.1,46,52,51.15,581,125,24,2,14,46,4,0,139,4,0,1,2.95,3.33,3.28,3.12,3.6,1.22,4.73,KT 위즈,11318,8000,2022,투수,,,,,,,,,,,,,,,,,,,,,
벤자민,투수,3.48,17,17,0,0,0,0,5,4,0,0,96.2,29,34,34.0,385,75,9,1,11,24,4,2,77,6,1,3,2.7,3.17,3.17,3.02,4.04,1.02,3.48,KT 위즈,15143,23100,2022,투수,,,,,,,,,,,,,,,,,,,,,
김민수,투수,3.24,76,0,76,13,0,0,5,4,3,30,80.2,17,19,25.35,327,66,13,1,3,15,6,3,91,4,0,6,1.9,2.12,2.83,2.72,2.1,1.0,3.24,KT 위즈,11317,11500,2022,투수,,,,,,,,,,,,,,,,,,,,,
데스파이네,투수,2.69,30,29,1,0,0,0,8,12,0,0,163.0,82,94,88.2,725,198,27,0,14,48,9,2,123,13,1,7,4.53,5.19,4.87,4.7,3.98,1.51,2.69,KT 위즈,14602,70000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김재윤,투수,2.26,61,0,61,55,0,0,9,7,33,0,66.1,24,26,24.95,267,46,6,0,5,21,0,6,78,1,1,2,3.26,3.53,3.39,3.3,2.54,1.01,2.26,KT 위즈,11489,28000,2022,투수,,,,,,,,,,,,,,,,,,,,,
배제성,투수,2.11,24,18,6,4,0,0,3,9,0,0,107.0,50,56,54.3,458,103,15,2,8,46,1,0,89,3,0,8,4.21,4.71,4.57,4.26,3.96,1.39,2.11,KT 위즈,11394,27000,2022,투수,,,,,,,,,,,,,,,,,,,,,
주권,투수,1.37,58,0,58,9,0,0,3,3,1,15,50.2,22,22,19.3,203,58,7,1,3,8,0,0,31,0,0,0,3.91,3.91,3.43,3.42,3.45,1.3,1.37,KT 위즈,11323,29500,2022,투수,,,,,,,,,,,,,,,,,,,,,
박영현,투수,0.93,52,0,52,17,0,0,0,1,0,2,51.2,21,23,24.85,219,46,8,0,5,20,0,1,55,1,0,3,3.66,4.01,4.33,4.09,3.41,1.28,0.93,KT 위즈,15089,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이채호,투수,0.76,38,0,38,6,0,0,5,0,0,3,36.2,12,13,15.95,156,28,11,0,0,13,6,2,32,2,0,2,2.95,3.19,3.92,3.81,3.12,1.12,0.76,KT 위즈,13130,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
심재민,투수,0.63,44,1,43,7,0,0,4,1,0,6,43.1,18,19,21.9,184,41,6,2,4,16,2,3,21,2,0,0,3.74,3.95,4.55,4.45,4.82,1.32,0.63,KT 위즈,11311,8200,2022,투수,,,,,,,,,,,,,,,,,,,,,
쿠에바스,투수,0.48,2,2,0,0,0,0,1,0,0,0,11.0,3,3,3.0,40,2,0,0,1,5,1,0,8,0,0,2,2.45,2.45,2.45,2.41,4.74,0.64,0.48,KT 위즈,13942,80000,2022,투수,,,,,,,,,,,,,,,,,,,,,
박시영,투수,0.36,17,0,17,6,0,0,0,2,0,5,15.2,8,8,7.1,68,19,1,0,2,4,0,1,11,0,0,0,4.6,4.6,4.08,4.0,4.14,1.47,0.36,KT 위즈,10737,12000,2022,투수,,,,,,,,,,,,,,,,,,,,,
조현우,투수,0.25,19,0,19,3,0,0,0,0,0,2,12.0,6,8,5.2,57,14,3,1,0,4,4,0,5,1,0,0,4.5,6.0,3.9,3.72,4.81,1.5,0.25,KT 위즈,11316,9500,2022,투수,,,,,,,,,,,,,,,,,,,,,
김민,투수,0.21,6,0,6,0,0,0,0,0,0,2,7.2,2,2,2.5,28,4,0,0,1,2,1,0,8,0,0,0,2.35,2.35,2.93,3.01,3.94,0.78,0.21,KT 위즈,13167,5500,2022,투수,,,,,,,,,,,,,,,,,,,,,
이정현,투수,0.11,3,0,3,2,0,0,0,0,0,0,3.2,1,1,1.0,18,3,0,0,1,4,1,0,1,0,0,0,2.45,2.45,2.45,2.26,10.58,1.91,0.11,KT 위즈,12937,3500,2022,투수,,,,,,,,,,,,,,,,,,,,,
안영명,투수,0.07,4,0,4,2,0,0,0,0,0,0,3.1,1,1,1.35,13,3,1,0,0,0,0,0,1,1,0,0,2.7,2.7,3.65,3.49,3.03,0.9,0.07,KT 위즈,10600,8500,2022,투수,,,,,,,,,,,,,,,,,,,,,
지명성,투수,0.03,2,0,2,2,0,0,0,0,0,0,2.0,1,1,1.0,10,3,0,0,0,0,1,0,1,0,0,1,4.5,4.5,4.5,4.15,4.08,1.5,0.03,KT 위즈,14775,3200,2022,투수,,,,,,,,,,,,,,,,,,,,,
이상우,투수,0.01,2,0,2,0,0,0,0,0,0,0,3.1,1,1,2.55,14,3,1,0,0,2,0,0,1,0,0,0,2.7,2.7,6.89,6.35,4.89,1.5,0.01,KT 위즈,15090,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김태오,투수,-0.02,5,0,5,1,0,0,0,0,0,0,4.1,2,2,3.9,22,9,0,0,0,0,0,0,5,0,0,0,4.15,4.15,8.1,7.47,0.9,2.08,-0.02,KT 위즈,12577,3400,2022,투수,,,,,,,,,,,,,,,,,,,,,
이창재,투수,-0.11,4,0,4,1,0,0,0,1,0,0,1.1,5,5,3.45,12,5,1,0,0,2,1,0,2,0,0,0,33.75,33.75,23.29,21.47,7.01,5.25,-0.11,KT 위즈,11320,6700,2022,투수,,,,,,,,,,,,,,,,,,,,,
전유수,투수,-0.22,8,0,8,8,0,0,0,0,0,0,11.0,10,10,12.75,54,17,6,0,1,5,0,0,2,0,0,0,8.18,8.18,10.43,10.04,5.82,2.0,-0.22,KT 위즈,10841,8000,2022,투수,,,,,,,,,,,,,,,,,,,,,
하준호,투수,-0.29,20,0,20,6,0,0,0,1,0,0,16.1,15,16,15.35,77,16,2,0,2,16,1,0,15,0,0,1,8.27,8.82,8.46,8.54,6.17,1.96,-0.29,KT 위즈,10304,5000,2022,투수,,,,,,,,,,,,,,,,,,,,,
류희운,투수,-0.36,8,0,8,1,0,0,0,1,0,0,5.2,9,9,8.85,26,10,0,0,2,1,0,0,5,0,0,0,14.29,14.29,14.06,12.96,6.33,1.94,-0.36,KT 위즈,12655,3300,2022,투수,,,,,,,,,,,,,,,,,,,,,
수아레즈,투수,6.23,30,29,1,0,0,0,6,8,0,0,173.2,48,61,59.8,714,151,19,0,7,50,4,0,159,16,0,6,2.49,3.16,3.1,3.09,2.94,1.16,6.23,삼성 라이온즈,15001,70000,2022,투수,,,,,,,,,,,,,,,,,,,,,
뷰캐넌,투수,5.47,26,26,0,1,1,1,11,8,0,0,160.0,54,61,60.3,691,176,29,2,10,39,8,0,117,6,0,2,3.04,3.43,3.39,3.22,3.61,1.34,5.47,삼성 라이온즈,14617,110000,2022,투수,,,,,,,,,,,,,,,,,,,,,
원태인,투수,4.37,27,27,0,0,0,0,10,8,0,0,165.1,72,75,73.3,700,175,25,1,16,38,4,3,130,8,0,3,3.92,4.08,3.99,3.86,3.72,1.29,4.37,삼성 라이온즈,14113,30000,2022,투수,,,,,,,,,,,,,,,,,,,,,
오승환,투수,1.54,57,0,57,47,0,0,6,2,31,2,57.0,21,23,25.2,239,59,9,1,8,13,1,0,51,4,0,1,3.32,3.63,3.98,3.75,3.98,1.26,1.54,삼성 라이온즈,10367,160000,2022,투수,,,,,,,,,,,,,,,,,,,,,
백정현,투수,1.51,24,24,0,0,0,0,4,13,0,0,124.2,73,76,73.75,562,154,27,2,22,37,9,1,70,9,0,9,5.27,5.49,5.32,5.2,5.62,1.53,1.51,삼성 라이온즈,10363,80000,2022,투수,,,,,,,,,,,,,,,,,,,,,
홍정우,투수,0.67,26,0,26,4,0,0,5,2,0,1,26.2,9,10,10.7,111,19,6,0,3,13,0,4,20,1,0,0,3.04,3.38,3.61,3.42,4.53,1.2,0.67,삼성 라이온즈,13242,5300,2022,투수,,,,,,,,,,,,,,,,,,,,,
이승현,투수,0.66,54,0,54,8,0,0,0,2,0,13,50.0,26,26,26.4,217,48,14,1,5,22,3,1,39,0,0,0,4.68,4.68,4.75,4.64,4.51,1.4,0.66,삼성 라이온즈,10527,10000,2022,투수,,,,,,,,,,,,,,,,,,,,,
우규민,투수,0.57,60,0,60,7,0,0,4,3,1,16,47.0,17,21,25.8,201,55,11,0,3,6,4,2,31,6,1,0,3.26,4.02,4.94,4.72,3.42,1.3,0.57,삼성 라이온즈,10523,20000,2022,투수,,,,,,,,,,,,,,,,,,,,,
문용익,투수,0.42,39,0,39,11,0,0,1,2,1,2,37.2,14,20,20.85,163,31,5,0,2,22,2,0,23,2,0,2,3.35,4.78,4.98,4.84,4.86,1.41,0.42,삼성 라이온즈,12885,4500,2022,투수,,,,,,,,,,,,,,,,,,,,,
이승현,투수,0.25,58,0,58,12,0,0,2,4,1,14,47.2,24,28,28.9,212,43,10,1,5,21,3,2,57,5,0,6,4.53,5.29,5.46,5.26,3.47,1.34,0.25,삼성 라이온즈,14798,5500,2022,투수,,,,,,,,,,,,,,,,,,,,,
최하늘,투수,0.22,14,5,9,4,0,0,1,4,0,1,33.2,23,23,22.25,156,42,4,1,5,15,2,0,18,0,1,0,6.15,6.15,5.95,5.6,5.78,1.69,0.22,삼성 라이온즈,13152,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이승민,투수,0.21,2,0,2,0,0,0,0,0,0,0,5.1,1,1,1.0,23,2,1,0,0,5,0,0,2,0,0,0,1.69,1.69,1.69,1.57,5.75,1.31,0.21,삼성 라이온즈,14616,4100,2022,투수,,,,,,,,,,,,,,,,,,,,,
박주혁,투수,0.17,8,0,8,6,0,0,0,0,0,0,6.2,1,3,2.15,29,5,0,0,1,4,0,0,3,0,0,1,1.35,4.05,2.9,2.76,6.3,1.35,0.17,삼성 라이온즈,14668,3300,2022,투수,,,,,,,,,,,,,,,,,,,,,
김대우,투수,0.16,4,0,4,1,0,0,1,0,0,0,4.1,1,1,1.0,16,4,0,0,0,0,0,0,5,0,0,0,2.08,2.08,2.08,2.33,0.9,0.92,0.16,삼성 라이온즈,10685,12000,2022,투수,,,,,,,,,,,,,,,,,,,,,
허윤동,투수,0.15,12,12,0,0,0,0,4,3,0,0,55.0,40,43,40.05,264,64,13,0,8,34,6,0,36,1,0,2,6.55,7.04,6.55,6.26,6.13,1.78,0.15,삼성 라이온즈,14613,4700,2022,투수,,,,,,,,,,,,,,,,,,,,,
최충연,투수,0.11,38,0,38,13,0,0,0,1,0,0,38.1,20,24,25.25,177,39,10,1,3,20,5,3,29,5,0,3,4.7,5.63,5.93,5.82,4.6,1.54,0.11,삼성 라이온즈,12530,4500,2022,투수,,,,,,,,,,,,,,,,,,,,,
김윤수,투수,0.1,37,1,36,5,0,0,3,3,0,3,35.0,23,29,22.95,168,39,9,0,2,22,2,1,32,5,0,6,5.91,7.46,5.9,5.59,4.22,1.74,0.1,삼성 라이온즈,13162,6500,2022,투수,,,,,,,,,,,,,,,,,,,,,
장필준,투수,0.02,19,1,18,1,0,0,0,3,0,0,30.0,19,20,20.35,139,38,11,1,1,15,3,2,17,1,0,1,5.7,6.0,6.11,5.87,4.42,1.77,0.02,삼성 라이온즈,11404,12000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이수민,투수,0.01,4,0,4,0,0,0,0,0,0,0,4.2,3,3,3.0,23,3,0,0,1,5,1,0,2,1,0,0,5.79,5.79,5.79,6.19,9.25,1.71,0.01,삼성 라이온즈,11196,3300,2022,투수,,,,,,,,,,,,,,,,,,,,,
노성호,투수,-0.01,3,0,3,0,0,0,0,0,0,0,2.0,1,1,1.5,11,2,0,0,0,3,0,0,2,0,0,0,4.5,4.5,6.75,6.28,5.93,2.5,-0.01,삼성 라이온즈,11144,5800,2022,투수,,,,,,,,,,,,,,,,,,,,,
박세웅,투수,-0.02,5,0,5,2,0,0,0,0,0,0,2.2,2,2,2.0,14,1,0,0,0,5,1,0,2,0,0,0,6.75,6.75,6.75,7.05,8.88,2.25,-0.02,삼성 라이온즈,12651,3300,2022,투수,,,,,,,,,,,,,,,,,,,,,
박정준,투수,-0.05,8,0,8,2,0,0,0,0,0,0,10.0,7,7,8.7,45,10,2,0,2,5,1,0,4,0,0,0,6.3,6.3,7.83,7.66,7.02,1.5,-0.05,삼성 라이온즈,11220,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
임대한,투수,-0.1,12,0,12,0,0,0,2,1,0,1,13.2,8,11,10.15,65,12,5,0,1,9,1,2,8,3,0,1,5.27,7.24,6.68,6.39,5.01,1.54,-0.1,삼성 라이온즈,12558,4000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김서준,투수,-0.13,3,0,3,2,0,0,0,0,0,0,2.2,3,4,4.5,19,6,2,0,1,4,1,0,2,0,0,0,10.13,13.5,15.19,14.78,12.18,3.75,-0.13,삼성 라이온즈,15039,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이상민,투수,-0.14,46,0,46,6,0,0,0,0,0,9,29.1,12,13,19.75,138,30,6,1,5,15,3,1,23,2,0,2,3.68,3.99,6.06,5.99,5.75,1.53,-0.14,삼성 라이온즈,11169,5500,2022,투수,,,,,,,,,,,,,,,,,,,,,
이재익,투수,-0.15,42,0,42,9,0,0,3,2,0,7,33.1,22,25,23.95,149,41,7,0,4,9,1,0,21,3,0,0,5.94,6.75,6.47,6.22,4.57,1.5,-0.15,삼성 라이온즈,13244,3700,2022,투수,,,,,,,,,,,,,,,,,,,,,
양창섭,투수,-0.17,6,6,0,0,0,0,2,3,0,0,20.1,19,19,17.45,96,24,5,1,3,12,1,0,10,0,0,0,8.41,8.41,7.72,7.73,6.29,1.77,-0.17,삼성 라이온즈,13157,4700,2022,투수,,,,,,,,,,,,,,,,,,,,,
김승현,투수,-0.35,6,0,6,1,0,0,0,1,0,2,4.0,5,7,6.5,24,6,1,0,2,4,0,0,5,1,0,1,11.25,15.75,14.63,13.89,9.71,2.5,-0.35,삼성 라이온즈,12637,5500,2022,투수,,,,,,,,,,,,,,,,,,,,,
황동재,투수,-0.46,16,13,3,2,0,0,1,3,0,0,66.1,52,58,57.5,312,91,20,2,9,31,0,0,53,3,1,1,7.06,7.87,7.8,7.41,4.85,1.84,-0.46,삼성 라이온즈,14615,3100,2022,투수,,,,,,,,,,,,,,,,,,,,,
김광현,투수,7.39,28,28,0,0,0,0,13,3,0,0,173.1,41,48,48.0,694,141,16,2,10,45,5,2,153,9,0,1,2.13,2.49,2.49,2.44,3.14,1.07,7.39,SSG 랜더스,10126,810000,2022,투수,,,,,,,,,,,,,,,,,,,,,
폰트,투수,6.5,28,28,0,1,1,0,13,6,0,0,184.0,55,63,63.0,729,141,22,3,18,34,6,1,170,7,0,5,2.69,3.08,3.08,3.01,3.31,0.95,6.5,SSG 랜더스,14759,110000,2022,투수,,,,,,,,,,,,,,,,,,,,,
모리만도,투수,3.43,12,12,0,0,0,0,7,1,0,0,75.1,14,19,19.0,304,57,8,0,2,23,4,0,67,5,0,2,1.67,2.27,2.27,2.23,2.99,1.06,3.43,SSG 랜더스,15149,18000,2022,투수,,,,,,,,,,,,,,,,,,,,,
노경은,투수,2.8,41,8,33,7,0,0,12,5,1,7,79.2,27,28,29.05,323,69,10,0,5,23,4,0,55,5,0,5,3.05,3.16,3.28,3.13,3.86,1.15,2.8,SSG 랜더스,10203,10000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이태양,투수,2.77,30,17,13,3,0,0,8,3,0,1,112.0,45,50,49.3,472,116,18,0,15,24,5,2,61,7,0,0,3.62,4.02,3.96,3.78,4.76,1.25,2.77,SSG 랜더스,10609,12000,2022,투수,,,,,,,,,,,,,,,,,,,,,
오원석,투수,2.53,31,24,7,0,0,0,6,8,0,0,144.0,72,79,72.75,633,158,21,2,16,58,3,1,112,9,0,7,4.5,4.94,4.55,4.46,4.48,1.5,2.53,SSG 랜더스,14581,6500,2022,투수,,,,,,,,,,,,,,,,,,,,,
서진용,투수,1.36,68,0,68,40,0,0,7,3,21,12,67.1,30,32,31.85,297,64,10,1,5,36,3,3,55,2,0,6,4.01,4.28,4.26,4.04,4.33,1.49,1.36,SSG 랜더스,10784,18500,2022,투수,,,,,,,,,,,,,,,,,,,,,
최민준,투수,0.82,51,1,50,10,0,0,5,4,0,5,68.1,30,37,36.8,288,51,8,1,10,34,2,2,48,8,0,7,3.95,4.87,4.85,4.64,5.4,1.24,0.82,SSG 랜더스,13126,6500,2022,투수,,,,,,,,,,,,,,,,,,,,,
김택형,투수,0.79,64,0,64,24,0,0,3,5,17,10,60.1,33,33,32.15,261,57,9,0,8,22,3,1,62,2,0,6,4.92,4.92,4.8,4.52,4.03,1.31,0.79,SSG 랜더스,11373,12500,2022,투수,,,,,,,,,,,,,,,,,,,,,
장지훈,투수,0.58,40,0,40,12,0,0,2,0,0,6,55.0,26,26,30.65,231,56,8,2,6,11,3,2,33,3,0,4,4.25,4.25,5.02,4.77,4.37,1.22,0.58,SSG 랜더스,14804,10500,2022,투수,,,,,,,,,,,,,,,,,,,,,
고효준,투수,0.36,45,0,45,6,0,0,1,0,0,7,38.2,16,18,21.1,174,35,6,2,1,20,2,2,35,5,0,7,3.72,4.19,4.91,4.84,3.51,1.42,0.36,SSG 랜더스,10124,4000,2022,투수,,,,,,,,,,,,,,,,,,,,,
서동민,투수,0.32,20,0,20,2,0,0,1,1,0,5,21.0,6,11,10.65,86,13,3,0,3,11,1,0,19,2,0,3,2.57,4.71,4.56,4.37,4.99,1.14,0.32,SSG 랜더스,13191,4000,2022,투수,,,,,,,,,,,,,,,,,,,,,
박민호,투수,0.17,22,0,22,11,0,0,1,1,1,4,22.0,10,10,12.75,101,26,2,0,3,11,2,1,12,0,0,0,4.09,4.09,5.22,5.0,5.88,1.68,0.17,SSG 랜더스,11236,12000,2022,투수,,,,,,,,,,,,,,,,,,,,,
박종훈,투수,0.15,11,11,0,0,0,0,3,5,0,0,48.0,32,34,32.95,220,52,4,1,6,21,8,0,40,3,0,3,6.0,6.38,6.18,6.03,5.06,1.52,0.15,SSG 랜더스,10131,180000,2022,투수,,,,,,,,,,,,,,,,,,,,,
문승원,투수,-0.01,23,0,23,7,0,0,1,1,3,3,24.2,14,15,16.2,112,32,6,0,3,7,2,0,25,1,0,0,5.11,5.47,5.91,5.57,3.83,1.58,-0.01,SSG 랜더스,10783,160000,2022,투수,,,,,,,,,,,,,,,,,,,,,
